id,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
992119832780871644,https://www.airbnb.com/rooms/992119832780871644,2024-03-11,city scrape,Two bedroom close to colleges!,Quite dead end street,https://a0.muscache.com/pictures/20fff68e-a40b-4e42-96f8-c180bee56704.jpg,152762198,https://www.airbnb.com/users/show/152762198,Allen,2017-09-30,"Albany, NY","Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,Pine Hills,9,17,"['email', 'phone']",t,t,"Albany, New York, United States",FOURTEENTH WARD,42.6709773627501,-73.80695225761066,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Portable fans"", ""Dishes and silverware"", ""Fridgeair refrigerator"", ""Hair dryer"", ""Coffee"", ""Free dryer \u2013 In unit"", ""TV"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free parking on premises"", ""Suave  conditioner"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Suave body soap"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Ceiling fan"", ""Central heating"", ""Extra pillows and blankets"", ""Air conditioning"", ""Clothing storage: closet"", ""Samsung single oven"", ""Baking sheet"", ""Private entrance"", ""Bathtub"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Suave  shampoo"", ""Samsung electric stove"", ""Bed linens""]",$99.00,3,365,3,3,1125,1125,3.0,1125.0,t,30,60,90,179,2024-03-11,4,4,0,2023-10-07,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,9,9,0,0,0.76
992554549672159765,https://www.airbnb.com/rooms/992554549672159765,2024-03-11,city scrape,"Beautiful large home, private parking",,https://a0.muscache.com/pictures/hosting/Hosting-992554549672159765/original/5a23930d-73cb-407a-bdd3-79cdaeb8ecf8.jpeg,476189412,https://www.airbnb.com/users/show/476189412,Timothy,2022-08-22,,"hi, I’m Tim.  
Living in Albany after leaving  Ireland ( Up Tipp) years ago. My family have worked hard to provide for you a comfortable home from home,  in The Mansion Neighborhood of Historical Albany, NY. ",within an hour,100%,87%,f,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_x_medium,Mansion Area,2,5,"['email', 'phone']",t,t,,SEVENTH WARD,42.64485687096462,-73.77281881169621,Entire home,Entire home/apt,7,3.5,3.5 baths,4,5,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Coffee"", ""Safe"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Central heating"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Pets allowed"", ""Refrigerator"", ""Cleaning products"", ""Stove"", ""Bed linens""]",$279.00,2,365,2,2,1125,1125,2.0,1125.0,t,14,35,35,73,2024-03-11,3,3,2,2024-02-09,2024-02-25,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,2,2,0,0,2.81
993431459821117738,https://www.airbnb.com/rooms/993431459821117738,2024-03-11,city scrape,Albany 3 Bedroom Apt. Sleeps 6,"Vibrant street, with a lot of restaurants and bars, walking to Empire State plaza, Washington Park.",https://a0.muscache.com/pictures/miso/Hosting-993431459821117738/original/fc8987d5-632b-4c94-b309-cb4b4ab68c68.jpeg,309980121,https://www.airbnb.com/users/show/309980121,Ron,2019-11-16,"New York, United States","I am a professional engineer working in Albany, New York",within an hour,100%,67%,f,https://a0.muscache.com/im/pictures/user/7462e24e-b19d-4f89-8126-01e94b4e49e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7462e24e-b19d-4f89-8126-01e94b4e49e5.jpg?aki_policy=profile_x_medium,Central Avenue,1,3,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,42.65623,-73.7641152,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,4,"[""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Fire extinguisher"", ""Free dryer"", ""Whirlpool refrigerator"", ""Self check-in"", ""TV"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Central heating"", ""Extra pillows and blankets"", ""Air conditioning"", ""Clothing storage: closet"", ""Bathtub"", ""Cleaning products"", ""Bed linens""]",$110.00,2,27,2,3,27,27,2.1,27.0,t,0,9,38,38,2024-03-11,12,12,5,2023-10-14,2024-02-29,5.0,5.0,4.92,4.92,5.0,4.83,5.0,f,1,1,0,0,2.40
999161887055542119,https://www.airbnb.com/rooms/999161887055542119,2024-03-10,city scrape,"Spacious Apartment Downtown Albany, NY",,https://a0.muscache.com/pictures/hosting/Hosting-999161887055542119/original/fa7a36f9-f898-4388-9f22-4e0a8972ae10.jpeg,531209536,https://www.airbnb.com/users/show/531209536,Amar,2023-08-11,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-531209536/original/bcfa6f27-68e0-48e6-b5d8-460bd2c753ea.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-531209536/original/bcfa6f27-68e0-48e6-b5d8-460bd2c753ea.jpeg?aki_policy=profile_x_medium,Ten Broeck Triangle,1,2,"['email', 'phone']",t,t,,THIRD WARD,42.65761589542138,-73.75115885472674,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Indoor fireplace: electric"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""Coffee"", ""Fire extinguisher"", ""Keypad"", ""Wifi \u2013 20 Mbps"", ""Free dryer \u2013 In unit"", ""Stainless steel oven"", ""Self check-in"", ""Dedicated workspace"", ""First aid kit"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Central heating"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Portable air conditioning"", ""Body soap"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Security cameras on property"", ""55\"" HDTV with Fire TV, Amazon Prime Video, Roku"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Bed linens""]",$154.00,1,90,3,3,1125,1125,3.0,1125.0,t,9,36,65,335,2024-03-10,8,8,1,2023-10-18,2024-02-25,5.0,5.0,4.86,5.0,4.86,4.86,5.0,f,1,1,0,0,1.66
1004978540001566331,https://www.airbnb.com/rooms/1004978540001566331,2024-03-11,city scrape,Elegant Albany Retreat | Mins to Downtwn & St Rose,"Nestled in the serene Buckingham Lake neighborhood, our Airbnb offers a safe and peaceful retreat in Albany, NY. Explore the nearby Buckingham Lake Park, with its scenic trails and green spaces. Enjoy the convenience of being minutes away from downtown Albany's vibrant culture, dining, and attractions. Whether you're seeking relaxation or adventure, this location provides the best of both worlds.",https://a0.muscache.com/pictures/hosting/Hosting-1004978540001566331/original/0c363c7c-d1cb-4163-a927-a86340be2413.jpeg,31318080,https://www.airbnb.com/users/show/31318080,Cindy,2015-04-16,"New York, NY","Hello! I'm a New Yorker with a deep love for travel and a knack for finding amazing Airbnb stays worldwide. Now, as your host, my focus is on providing you with the ultimate comfort and convenience.

Step into my remodeled Mid-Century house,  where each room is designed for you—inviting, spacious, and serene. Anticipate a comfortable stay, rich with amenities tailored just for you.",within an hour,100%,80%,f,https://a0.muscache.com/im/pictures/user/User-31318080/original/e4eef89e-f4c1-4ead-8417-d74605af888f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-31318080/original/e4eef89e-f4c1-4ead-8417-d74605af888f.jpeg?aki_policy=profile_x_medium,Buckingham Lake,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",EIGHTH WARD,42.655497775508394,-73.8106566601018,Entire home,Entire home/apt,6,2.0,2 baths,3,3,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Fast wifi \u2013 96 Mbps"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hot water kettle"", ""Baby safety gates"", ""Blomberg refrigerator"", ""Coffee maker: drip coffee maker"", ""Hot water"", ""Carbon monoxide alarm"", ""GE stainless steel gas stove"", ""Dining table"", ""Kitchen"", ""Toaster"", ""Books and reading material"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Central heating"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Body soap"", ""Conditioner"", ""Security cameras on property"", ""Free driveway parking on premises \u2013 3 spaces"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Stainless steel single oven"", ""Bathtub"", ""Standalone high chair - always at the listing"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Bed linens""]",$143.00,2,14,2,2,14,14,2.0,14.0,t,26,44,70,150,2024-03-11,2,2,2,2024-02-17,2024-03-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2
1005314747552182329,https://www.airbnb.com/rooms/1005314747552182329,2024-03-11,city scrape,Lil' Studio on Washington Park,,https://a0.muscache.com/pictures/prohost-api/Hosting-1005314747552182329/original/fca6020e-2bc6-427b-9c91-823982ec67fb.jpeg,462767507,https://www.airbnb.com/users/show/462767507,Joshua,2022-06-05,"Albany, NY","Hi, we're Josh & Ashley, founders of Capital Region Rentals. Check out our reviews on Capital Region Rentals .com! My wife and I love our city and we're happy that we get to host you along your adventure! Our goal is to create unique experiences for each of our guests and to have just a small part in your traveling experience. Come stay with us!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,4,4,"['email', 'phone']",t,t,,SIXTH WARD,42.65483900711961,-73.7674333870007,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Lockbox"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Park view"", ""Oven"", ""Coffee maker"", ""Security cameras on property"", ""Pets allowed"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Stove"", ""Bed linens"", ""Laundromat nearby""]",$83.00,1,366,1,1,1125,1125,1.0,1125.0,t,16,43,73,342,2024-03-11,7,7,2,2023-10-22,2024-03-08,5.0,4.83,4.83,4.83,4.83,5.0,4.83,f,4,4,0,0,1.48
1005978346817864540,https://www.airbnb.com/rooms/1005978346817864540,2024-03-11,city scrape,4BD/2BA 2-Story Townhouse Apt Downtown Albany,+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNTk3ODM0NjgxNzg2NDU0MA%3D%3D/original/a27d5e78-4055-40c9-a83c-78c57462933c.jpeg,44434571,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,,"I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,7,7,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,42.64534889999999,-73.75364650000002,Entire rental unit,Entire home/apt,12,2.0,2 baths,4,3,"[""Microwave"", ""Iron"", ""70\"" HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku, Chromecast"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Frigidaire electric stove"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Dedicated workspace"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""First aid kit"", ""Dining table"", ""Wifi \u2013 25 Mbps"", ""Hot water"", ""Carbon monoxide alarm"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning available during stay"", ""Dishwasher"", ""Shampoo"", ""Window AC unit"", ""Extra pillows and blankets"", ""Free carport on premises \u2013 1 space"", ""Body soap"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shared backyard \u2013 Fully fenced"", ""Oven"", ""Paid street parking off premises"", ""Conditioner"", ""Pets allowed"", ""Baking sheet"", ""Frigidaire refrigerator"", ""Private entrance"", ""Bathtub"", ""Long term stays allowed"", ""Bidet"", ""Smart lock"", ""Bed linens"", ""Laundromat nearby"", ""Free washer \u2013 In building""]",$191.00,1,365,1,3,1125,1125,2.2,1125.0,t,17,40,61,328,2024-03-11,11,11,2,2023-10-29,2024-02-25,4.73,4.82,4.64,4.82,4.91,4.55,4.64,f,6,6,0,0,2.44
1007354086435981132,https://www.airbnb.com/rooms/1007354086435981132,2024-03-11,city scrape,Top floor w/off street parking,,https://a0.muscache.com/pictures/hosting/Hosting-1007354086435981132/original/45448776-e385-4c11-ad96-bdb292384e7f.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",,within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,23,48,"['email', 'phone']",t,t,,TENTH WARD,42.661365504548,-73.78482319521697,Entire rental unit,Entire home/apt,6,1.0,1 bath,4,4,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Children\u2019s books and toys"", ""High chair"", ""Dryer"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Dining table"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Kitchen"", ""Toaster"", ""Backyard"", ""Books and reading material"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Conditioner"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Smart lock"", ""Bed linens""]",$189.00,1,365,1,1,1125,1125,1.0,1125.0,t,28,58,88,267,2024-03-11,9,9,1,2023-11-05,2024-02-17,4.56,4.33,4.67,4.67,4.67,4.11,4.44,t,22,22,0,0,2.11
1010759793485911351,https://www.airbnb.com/rooms/1010759793485911351,2024-03-10,city scrape,Cozy room in ideally located manor with hot tub,,https://a0.muscache.com/pictures/hosting/Hosting-1010759793485911351/original/b819110a-a2d1-4018-958c-743ddc99ad7b.jpeg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,10,16,['phone'],t,t,,THIRTEENTH WARD,42.67002775509383,-73.7977054151877,Private room in home,Private room,1,3.0,3 baths,1,1,"[""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Dryer"", ""Keypad"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Backyard"", ""Lock on bedroom door"", ""Hangers"", ""Shampoo"", ""Air conditioning"", ""Shared hot tub - available all year, open 24 hours"", ""Coffee maker"", ""Security cameras on property"", ""Refrigerator"", ""Long term stays allowed"", ""Movie theater""]",$50.00,1,365,1,1,1125,1125,1.0,1125.0,t,22,52,79,259,2024-03-10,15,15,2,2023-11-03,2024-02-29,4.6,4.67,4.8,4.67,4.6,4.73,4.53,f,10,1,9,0,3.49
1010759799610182054,https://www.airbnb.com/rooms/1010759799610182054,2024-03-11,city scrape,Cozy Room in grand home with hot tub and coffee!,,https://a0.muscache.com/pictures/hosting/Hosting-1010759799610182054/original/60a6daa9-70b5-4b75-b6ae-3867c4c84f63.jpeg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,10,16,['phone'],t,t,,THIRTEENTH WARD,42.6697096084112,-73.797549986088,Private room in home,Private room,1,3.0,3 shared baths,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Coffee"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Stainless steel double oven"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Gas stove"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Lock on bedroom door"", ""Books and reading material"", ""Hangers"", ""Dishwasher"", ""Central heating"", ""Coffee maker: drip coffee maker, Keurig coffee machine, Nespresso"", ""Bread maker"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Body soap"", ""Outdoor furniture"", ""Shared BBQ grill: gas"", ""Head and Shoulders shampoo"", ""Conditioner"", ""Security cameras on property"", ""Clothing storage: walk-in closet"", ""Baking sheet"", ""Refrigerator"", ""Barbecue utensils"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cleaning products"", ""Shared hot tub - available all year"", ""Bed linens"", ""Laundromat nearby"", ""Free washer \u2013 In building""]",$50.00,1,365,1,1,1125,1125,1.0,1125.0,t,26,56,83,249,2024-03-11,14,14,2,2023-11-05,2024-02-29,5.0,4.86,5.0,4.93,5.0,4.93,5.0,f,10,1,9,0,3.28
1013659440189111738,https://www.airbnb.com/rooms/1013659440189111738,2024-03-10,city scrape,Cozy Room centrally located with hot tub,,https://a0.muscache.com/pictures/hosting/Hosting-969886763377526954/original/c91b6a05-75c2-45a1-a901-e9329b42d75f.jpeg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,10,16,['phone'],t,t,,FOURTEENTH WARD,42.66873116573401,-73.79930289371134,Private room in home,Private room,2,3.0,3 shared baths,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Fire pit"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Outdoor dining area"", ""Fire extinguisher"", ""Dryer"", ""Keypad"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Backyard"", ""Lock on bedroom door"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Extra pillows and blankets"", ""Clothing storage"", ""Air conditioning"", ""Body soap"", ""Oven"", ""Shared hot tub - available all year, open 24 hours"", ""Coffee maker"", ""Conditioner"", ""Security cameras on property"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Bed linens"", ""BBQ grill""]",$50.00,1,365,1,1,1125,1125,1.0,1125.0,t,0,1,28,208,2024-03-10,13,13,0,2023-11-06,2024-01-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,10,1,9,0,3.10
1014871544925070480,https://www.airbnb.com/rooms/1014871544925070480,2024-03-11,city scrape,Mini Mansion,,https://a0.muscache.com/pictures/miso/Hosting-1014871544925070480/original/499f80c2-a00a-4862-8315-08791e9de2ab.jpeg,509662927,https://www.airbnb.com/users/show/509662927,Sergio,2023-04-12,"Albany, NY",,within an hour,100%,99%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Normanskill,1,1,"['email', 'phone']",f,t,,EIGHTH WARD,42.645494388571485,-73.83282736350908,Entire home,Entire home/apt,14,3.5,3.5 baths,5,0,"[""Lake access"", ""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Heating - split type ductless system"", ""Wine glasses"", ""Fire pit"", ""Free street parking"", ""Private outdoor kitchen"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Outdoor dining area"", ""Outlet covers"", ""Fire extinguisher"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Mosquito net"", ""Washer"", ""Pool table"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Children's playroom"", ""Mini fridge"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Samsung sound system with Bluetooth and aux"", ""Kitchen"", ""Wolf stainless steel oven"", ""Toaster"", ""Hangers"", ""Fireplace guards"", ""Dishwasher"", ""Shampoo"", ""Central heating"", ""Private gym in building"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Air conditioning"", ""Body soap"", ""Outdoor furniture"", ""Wolf gas stove"", ""Sub-Zero refrigerator"", ""Conditioner"", ""Crib"", ""Pets allowed"", ""Indoor fireplace"", ""Exercise equipment"", ""Children\u2019s dinnerware"", ""Portable heater"", ""Private entrance"", ""Patio or balcony"", ""Long term stays allowed"", ""Ethernet connection"", ""Game console"", ""Movie theater"", ""BBQ grill"", ""Housekeeping available 24 hours, every day - available at extra cost""]",$347.00,1,365,1,3,60,1125,1.2,1034.4,t,17,35,47,276,2024-03-11,18,18,3,2023-11-12,2024-03-06,5.0,4.89,4.78,5.0,5.0,5.0,4.89,f,1,1,0,0,4.46
